Record,Sample Date,Sample Year,Sample Time (local),Sample Location,Sample Lat/Long - Latitude,Sample Lat/Long - Longitude,Water Temperature (approximate),Sampling Platform,Continent,Country,Sample waters,"Sample location (Urban, Rural, Remote)",Notes,"Depth of Water Body (approximate, FW only)",Exposed rocks present in sampling area? (FW only),Substrate Type (FW only),Lab Fields,Sample Volume (L),Number of Filters,Sediment Load,Blue–Round,Blue–Round < 1.5 mm new,Blue–Round 1.6-3.1 mm,Blue–Round 3.2-5 mm,Blue–Round 5.1-9.6 mm,Blue–Filament,Blue–Filament  < 1.5 mm new,Blue–Filament 1.6-3.1 mm ,Blue–Filament 3.2-5 mm,Blue–Filament 5.1-9.6 mm,Blue–Other Shape,Blue–Other Shape  < 1.5 mm new,Blue–Other Shape  1.6-3.1 mm,Blue–Other Shape 3.2-5 mm,Blue–Other Shape 5.1-9.6 mm,Red–Round,Red–Round  < 1.5 mm new,Red–Round  1.6-3.1 mm ,Red–Round 3.2-5 mm,Red–Round 5.1-9.6 mm,Red–Filament,Red–Filament  < 1.5 mm new,Red–Filament 1.6-3.1 mm ,Red–Filament 3.2-5 mm,Red–Filament 5.1-9.6 mm,Red–Other Shape,Red–Other Shape  < 1.5 mm new,Red–Other Shape 1.6-3.1 mm ,Red–Other Shape 3.2-5 mm,Red–Other Shape 5.1-9.6 mm,Transparent–Round,Transparent–Round  < 1.5 mm new,Transparent–Round 1.6-3.1 mm,Transparent–Round 3.2-5 mm,Transparent–Round 5.1-9.6 mm,Transparent–Filament,Transparent–Filament  < 1.5 mm new,Transparent–Filament  1.6-3.1 mm,Transparent–Filament 3.2-5 mm,Transparent–Filament 5.1-9.6 mm,Transparent–Other Shape,Transparent–Other Shape  < 1.5 mm new,Transparent–Other Shape  1.6-3.1 mm,Transparent–Other Shape 3.2-5 mm,Transparent–Other Shape 5.1-9.6 mm,Black–Round,Black–Round  < 1.5 mm new,Black–Round  1.6-3.1 mm,Black–Round 3.2-5 mm,Black–Round 5.1-9.6 mm,Black–Filament,Black–Filament  < 1.5 mm new,Black–Filament 1.6-3.1 mm,Black–Filament 3.2-5 mm,Black–Filament 5.1-9.6 mm,Black–Other Shape,Black–Other Shape  < 1.5 mm new,Black–Other Shape 1.6-3.1 mm,Black–Other Shape 3.2-5 mm,Black–Other Shape 5.1-9.6 mm,Green–Round  ,Green–Filament,Green–Other Shape,Other Color–Round,Other Color–Round  < 1.5 mm new,Other Color–Round 1.6-3.1 mm ,Other Color–Round 3.2-5 mm,Other Color–Round 5.1-9.6 mm,Other Color–Filament,Other Color–Filament  < 1.5 mm new,Other Color–Filament 1.6-3.1 mm,Other Color–Filament 3.2-5 mm,Other Color–Filament 5.1-9.6 mm,Other Color–Other Shape,Other Color–Other Shape  < 1.5 mm new,Other Color–Other Shape  1.6-3.1 mm,Other Color–Other Shape 3.2-5 mm,Other Color–Other Shape 5.1-9.6 mm,Total Blue,Total Blue <1.5mm,Total Blue 1.6-3.1 mm,Total Blue 3.2-5 mm,Total Blue 5.1-9.6,Total Red,Total Red <1.5 mm,Total Red 1.6-3.1 mm,Total Red 3.2-5 mm,Total Red 5.1-9.6 mm,Total Transparent,Total Transparent <1.5 mm,Total Transparent 1.6-3.1 mm,Total Transparent 3.2-5 mm,Total Transparent 5.1-9.6 mm,Total Black,Total Black <1.5 mm,Total Black  1.6-3.1 mm ,Total Black 3.2-5 mm,Total Black 5.1-9.6 mm,Total Other Color ,Total Other Color <1.5 mm,Total Other Color  1.6-3.1 mm ,Total Other Color  3.2-5 mm,Total Other Color  5.1-9.6 mm,Total Round,Total Filament,Total Other Shape,Total Pieces,Total Pieces/L,Sample Jar Material,Plastic Type,Lab Notes,,,0
2656,2/11/2017,2017,10:45,"Great Seneca Creek in Germantown, MD",39.1394,-77.2705,4.444444444,Shore,North America,USA,Stream,;Stream;Culvert/drain pipes present,Directly upstream of Seneca waste water treatment plant discharge pipe.,0.6096,Yes,;Mud/Silt/Clay (not gritty between fingers),,1,1,Heavy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,Plastic,1,Very heavy sediment load. ,,,
2657,2/11/2017,2017,10:55,"Great Seneca Creek in Germantown, MD",39.1374,-77.2721,4.444444444,Shore,North America,USA,Stream,;Stream;Culvert/drain pipes present,100 yards downstream of Seneca waste water treatment plant discharge pipe.,0.6096,Yes,;Mud/Silt/Clay (not gritty between fingers),,1,1,Medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Plastic,1,No plastics found.,,,
2658,2/17/2017,2017,10:16,"Bozeman Creek at Sourdough trailhead in Bozeman, Mt",45.5917,-111.261,,Shore,North America,USA,River,Stream,,0.23495,Yes,Cobbles (tennis ball to basketball size);Gravel (small beetle to tennis ball size);Sand (gritty between fingers);Snow/Ice,,0.9,1,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Plastic,1,No plastics found,,,
2659,2/17/2017,2017,10:39,"Bozeman Creek at Sourdough trailhead in Bozeman, MT",45.5935,-111.0267,,Shore,North America,USA,River,Stream,,0.1651,No,Sand (gritty between fingers);Snow/Ice,,0.9,1,Medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1.111111111,Plastic,1,Other color: purple,,,
2661,3/4/2017,2017,18:12,leverich canyon stream,45.59041849,-111.0467144,,Shore,North America,USA,Stream,Stream,stream roughly 20 ft from a small dirt road leading to a trail head. no houses upstream. no livestock upstream. ,0.3048,Yes,Gravel (small beetle to tennis ball size);Snow/Ice,,1.175,1,Medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Stainless steel,,"No plastics found. Found a long, transparent, branched filament (about 9.6mm), assumed to be natural.",,,
2662,3/3/2017,2017,16:21,"Rio Robalo, Parque Etnobotanical Omora, Isla Navarino, Cape Horn Biosphere, Chile",-54.94188,-67.66014,11,Dock/Jetty,South America,Chile,River,River;Remote Area;Dock/Jetty,"Sample #1 bottled from the second collection attempt; Corinne repeated the freshwater cleaning and collection process following protocols. Corinne was prostrate on the dock with hands extended to hold bottle; The first sample was contaminated with sediment and surfaced before the 1L bottle filled completely. Following the instructions closely, I recollected the water sample after letting dirt settle to bottle water with less grain sediment. Corinne contracted diahhrea  and a cold on March 4. Last time Corinne drank freshwater from Rio Robalo was February 26, 2017 after running. Diahhrea cause likely not related to Giardia lamblia, because the symptoms only lasted the next two days. Today, March 06 2017 Corinne has washed her hands and carefully selected her apparel to handle the bottle samples. She labeled the bottles and entered data this morning in the Estacion del campo - Omora's Biological Field Station",0.6096,Yes,Cobbles (tennis ball to basketball size);Gravel (small beetle to tennis ball size),,0.815,1,Medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Plastic,1,No plastics found. Sample bottle had red lid. ,,,
2663,3/3/2017,2017,16:33,"Rio Robalo, Parque Etnobotanical Omora, Isla Navarino, Cape Horn Biosphere, Chile",-54.94188,-67.66014,11,Dock/Jetty,South America,Chile,River,River;Rural Area;Remote Area;Dock/Jetty,"Sample #2 comes from the fifth collection attempt;Corinne was prostrate on the dock with hands extended to hold bottle;  Corinne restarted freshwater cleaning and collection process four times to find optimal water sample with least sediment. Each time Corinne restarted the collection process she drained the water bottle, washed her hands/forearms thoroughly, and followed the freshwater protocols again washing and recollecting water sample x4 times for the #5 attempt. Corinne contracted diahhrea  and a cold on March 4. Last time Corinne drank freshwater from Rio Robalo was February 26, 2017 after running. Diahhrea cause likely not related to Giardia lamblia, because the symptoms only lasted the next two days. Today, March 06 2017 Corinne has washed her hands and carefully selected her apparel to handle the bottle samples. She labeled the bottles and entered data this morning in the Estacion del campo - Omora's Biological Field Station",0.6096,Yes,Cobbles (tennis ball to basketball size);Gravel (small beetle to tennis ball size),,1.05,1,Medium,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1.904761905,Plastic,1,"Sample bottle had a red lid. Three natural filaments found, one red & two blue (<1.5mm).",,,
2663,3/3/2017,2017,16:33,"Rio Robalo, Parque Etnobotanical Omora, Isla Navarino, Cape Horn Biosphere, Chile",-54.94188,-67.66014,11,Dock/Jetty,South America,Chile,River,River;Rural Area;Remote Area;Dock/Jetty,"Sample #2 comes from the fifth collection attempt;Corinne was prostrate on the dock with hands extended to hold bottle;  Corinne restarted freshwater cleaning and collection process four times to find optimal water sample with least sediment. Each time Corinne restarted the collection process she drained the water bottle, washed her hands/forearms thoroughly, and followed the freshwater protocols again washing and recollecting water sample x4 times for the #5 attempt. Corinne contracted diahhrea  and a cold on March 4. Last time Corinne drank freshwater from Rio Robalo was February 26, 2017 after running. Diahhrea cause likely not related to Giardia lamblia, because the symptoms only lasted the next two days. Today, March 06 2017 Corinne has washed her hands and carefully selected her apparel to handle the bottle samples. She labeled the bottles and entered data this morning in the Estacion del campo - Omora's Biological Field Station",0.6096,Yes,Cobbles (tennis ball to basketball size);Gravel (small beetle to tennis ball size),,1.05,1,Medium,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1.904761905,Plastic,1,"Sample bottle had a red lid. Three natural filaments found, one red & two blue (<1.5mm).",,,
2664,3/3/2017,2017,5:11,"Rio Robalo, Parque Etnobotanical Omora, Isla Navarino, Cape Horn Biosphere, Chile",-54.94188,-67.66014,11,Dock/Jetty,South America,Chile,River,River;Rural Area;Remote Area;Dock/Jetty,"Sample #3 bottled from the second collection attempt; Corinne repeated the freshwater cleaning and collection process following protocols. The first sample was contaminated with sediment. Corinne was prostrate on the dock with hands extended to hold bottle; she recollected the sample after letting dirt settle to bottle water Corinne contracted diahhrea  and a cold on March 4. Last time Corinne drank freshwater from Rio Robalo was February 26, 2017 after running. Diahhrea cause likely not related to Giardia lamblia, because the symptoms only lasted the next two days. Today, March 06 2017 Corinne has washed her hands and carefully selected her apparel to handle the bottle samples. She labeled the bottles and entered data this morning in the Estacion del campo - Omora's Biological Field Station",0.6096,Yes,Cobbles (tennis ball to basketball size);Gravel (small beetle to tennis ball size),,1.05,1,Medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Plastic,1,No plastics found. Sample bottle had red lid. ,,,
2664,3/3/2017,2017,5:11,"Rio Robalo, Parque Etnobotanical Omora, Isla Navarino, Cape Horn Biosphere, Chile",-54.94188,-67.66014,11,Dock/Jetty,South America,Chile,River,River;Rural Area;Remote Area;Dock/Jetty,"Sample #3 bottled from the second collection attempt; Corinne repeated the freshwater cleaning and collection process following protocols. The first sample was contaminated with sediment. Corinne was prostrate on the dock with hands extended to hold bottle; she recollected the sample after letting dirt settle to bottle water Corinne contracted diahhrea  and a cold on March 4. Last time Corinne drank freshwater from Rio Robalo was February 26, 2017 after running. Diahhrea cause likely not related to Giardia lamblia, because the symptoms only lasted the next two days. Today, March 06 2017 Corinne has washed her hands and carefully selected her apparel to handle the bottle samples. She labeled the bottles and entered data this morning in the Estacion del campo - Omora's Biological Field Station",0.6096,Yes,Cobbles (tennis ball to basketball size);Gravel (small beetle to tennis ball size),,1.05,1,Medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Plastic,1,No plastics found. Sample bottle had red lid. ,,,
2665,8/21/2015,2015,12:27,Mississippi River,44.9462,-93.07995,,Kayak,North America,USA,River,River,,,No,Unknown,,1.025,1,Heavy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Plastic,1,Zero plastics,,,
2666,8/21/2015,2015,1:16,Mississippi River,44.93251,-93.05103,,Kayak,North America,USA,River,River,,,,Unknown,,0.975,1,Heavy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1.025641026,Plastic,1,Small filtration app.,,,
2667,8/21/2015,2015,1:56,Mississippi River,44.91409,-93.04627,,Kayak,North America,USA,River,River,,,,Unknown,,1.005,1,Heavy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Plastic,1,Zero plastics. Small filtration app.,,,
2668,8/21/2015,2017,2:09,Mississippi River,44.918,-93.04463,,Kayak,North America,USA,River,River,,,,Unknown,,0.875,1,Heavy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Plastic,1,Zero plastics. Small filtration app. High concentration of algae,,,
2669,8/21/2015,2015,2:22,Mississippi River,44.91195,-93.04455,,Kayak,North America,USA,River,River,,,,Unknown,,1.075,1,Heavy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.9302325581,Plastic,1,,,,
2670,8/21/2015,2015,3:46,Mississippi River,44.88184,-93.01719,,Dock/Jetty,North America,USA,River,River,,,,Unknown,,0.925,1,Heavy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1.081081081,Plastic,1,,,,
2671,8/23/2015,2015,19:17,Lake Como,44.9824,-93.14252,,Dock/Jetty,North America,USA,Lake,Lake/Pond,,,No,Unknown,,1.15,2,Heavy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.8695652174,Plastic,1,Zero plastics on second filter,,,
2672,3/5/2017,2017,11:00,"River Medway, 2 miles downstream from Tonbridge",51.19987,0.32385,,Dock/Jetty,Europe,UK,River,;River;Rural Area,"Air temperature 9C.    Sunny day, showers, ground quite wet.   River slightly higher than usual.  There appeared to be little floating plastic debris. Sample taken from low canoe portage jetty immediately upstream of a lock.  When I took each sample I stripped to waist, followed guidelines washing arms, bottle and top. The bottle was about four inches down when sampling. The wind direction was from the water so I felt there was minimal danger of fibers from my clothes blowing into the water where I was sampling. Prior to the sampling I was wearing a beige fleece (100% polyester â€“ I shall avoid wearing that in the future) and a dark green jacket (100% cotton). As mentioned above these were put to one side, downwind. While sampling I retained my Black trousers (pants) (100% algodon â€“ Iâ€™d not come across this word, its Spanish for cotton apparently).  The river at this point is generally about 20 feet wide and perhaps five feet deep. It is in a flood plain and the banks and bed are earth/mud/clay. Beneath the top soil is a layer of gravel. About 1.5 miles upstream is the small town of Tonbridge. Beyond that is mainly open countryside used for agriculture.",1,No,;Mud/Silt/Clay (not gritty between fingers),,1.04,1,Heavy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.9615384615,Plastic,1,Sample bottle had a blue lid. ,,,
2677,3/10/2017,2017,11:51,"Snake Gulch, Stanislaus River in Vallecito, CA",38.0391784,-120.4552894,,Shore,North America,USA,River,Rural Area;Roads present;River Mouth;Other (please note),"boats run through here, I have polyester on",,Yes,Unknown,,1.01,1,Heavy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,2,1.98019802,Plastic,1,,,,
2679,7/29/2016,2016,14:31,"Spring Creek, Torquay",-38.33149371,144.3114416,14,Shore,Australia,Australia,River,;River,"Drain pipe within 1m, beautiful creek but impacted by development. ",1,No,;Mud/Silt/Clay (not gritty between fingers),,1.035,1,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Plastic,1,Zero plastics. Small filtration app.,,,
2680,7/29/2016,2017,14:18,"Spring Creek, Torquay",-38.33353851,144.3127688,14,Dock/Jetty,Australia,Australia,River,;River,Housing development underway nearby,1,No,;Mud/Silt/Clay (not gritty between fingers),,0.825,1,Low,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,2,1,0,1,0,0,0,0,0,3,3,0,0,0,1,1,0,0,0,1,0,1,0,0,0,9,0,9,10.90909091,Plastic,1,Other color: purple. There was a clear plastic fiber that was over 10 mm. Small filtration app.,,,
2684,3/12/2017,2017,15:05,Limit River Switzerland,47.2904,8.1742,6,Shore,Europe,Switzerland,River,River;Urban Area,Hydroelectric power plant,0.3,No,,,1,1,Low,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,Plastic,1,Found 1 natural blue filament (1.6-3.1mm).,,,
2685,3/13/2017,2017,14:50,"Reuss River, Switzerland",47.2522,8.151,7,Shore,Europe,Switzerland,River,River;Rural Area,Wastewater treatment plant,0.2,Yes,;Boulder (car to basketball size),,1,1,Medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,Plastic,1,"One fragment of transparent film (1.6-3.1mm) tinged with a small amount of blue broke easily into two pieces which themselves did not tear easily, one half removed for observation, one half photographed; one natural white filament found (1.6-3.1mm).",,,
2686,3/14/2017,2017,17:35,"Little Bennet Creek Hyattstown, MD",39.279399,-77.315493,7,Shore,North America,USA,Stream,Stream;Culvert/drain pipes present,Little Bennet Creek 50 yards downstream of Hyattstown waste water treatment plant discharge pipe.,0.3048,No,Sand (gritty between fingers),,1.01,1,Medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Plastic,1,No plastics found. One 1.6-3.1 red natural filament found. ,,,
2687,3/14/2017,2017,17:50,"Little Bennet Creek Hyattstown, MD",39.279389,-77.313898,7,Shore,North America,USA,Stream,Stream;Culvert/drain pipes present,Little Bennet Creek 50 yards upstream of Hyattstown waste water treatment plant discharge pipe.,0.3048,No,Sand (gritty between fingers),,1.05,1,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1.904761905,Plastic,1,,,,
2688,3/14/2017,2017,12:50,Lake Hallwil,47.1636,8.1224,7,Shore,Europe,Switzerland,Lake,Lake/Pond,,0.15,No,Sand (gritty between fingers),,1,1,Medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,Plastic,1,"Photographed red filament, found 4 natural blue filaments (<1.5mm).",,,
2689,3/15/2017,2017,18:25,"Squalicom Creek, at intersection of Squalicom Creek Parkway and West street in Bellingham, WA, USA",48.766203,-122.499585,,Shore,North America,Canada,Stream,;Stream;Roads present,10 m upstream of small two lane bridge. Road perpendicular to stream. Collected water from stream bank. ,0.3937,No,;Gravel (small beetle to tennis ball size),,1.025,1,Medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.9756097561,Plastic,1,,,,
